fecha,cod_ine,CCAA,total,tipo
2020-04-02,15,Navarra,1181,hospitalizados
2020-04-03,15,Navarra,1284,hospitalizados
2020-04-04,15,Navarra,1341,hospitalizados
2020-04-05,15,Navarra,1399,hospitalizados
2020-04-06,15,Navarra,1432,hospitalizados
2020-04-07,15,Navarra,1488,hospitalizados
2020-04-08,15,Navarra,1526,hospitalizados
2020-04-09,15,Navarra,1526,hospitalizados
2020-04-10,15,Navarra,1620,hospitalizados
2020-04-11,15,Navarra,1641,hospitalizados
2020-04-12,15,Navarra,1663,hospitalizados
2020-04-13,15,Navarra,1693,hospitalizados
2020-04-14,15,Navarra,1705,hospitalizados
2020-04-15,15,Navarra,1731,hospitalizados
2020-03-21,16,País Vasco,654,hospitalizados
2020-03-22,16,País Vasco,988,hospitalizados
2020-03-23,16,País Vasco,1252,hospitalizados
2020-03-24,16,País Vasco,1425,hospitalizados
2020-03-25,16,País Vasco,1577,hospitalizados
2020-03-26,16,País Vasco,1907,hospitalizados
2020-03-27,16,País Vasco,2270,hospitalizados
2020-03-28,16,País Vasco,2612,hospitalizados
2020-03-29,16,País Vasco,3106,hospitalizados
2020-03-30,16,País Vasco,3427,hospitalizados
2020-03-31,16,País Vasco,3594,hospitalizados
2020-04-01,16,País Vasco,3806,hospitalizados
2020-04-02,16,País Vasco,4087,hospitalizados
2020-04-03,16,País Vasco,4283,hospitalizados
2020-04-04,16,País Vasco,4522,hospitalizados
2020-04-05,16,País Vasco,4666,hospitalizados
2020-04-06,16,País Vasco,4794,hospitalizados
2020-04-07,16,País Vasco,4856,hospitalizados
2020-04-08,16,País Vasco,4982,hospitalizados
2020-04-09,16,País Vasco,5130,hospitalizados
2020-04-10,16,País Vasco,5290,hospitalizados
2020-04-11,16,País Vasco,5402,hospitalizados
2020-04-12,16,País Vasco,5547,hospitalizados
2020-04-13,16,País Vasco,5622,hospitalizados
2020-04-14,16,País Vasco,5679,hospitalizados
2020-04-15,16,País Vasco,5750,hospitalizados
2020-03-21,17,La Rioja,128,hospitalizados
2020-03-22,17,La Rioja,134,hospitalizados
2020-03-23,17,La Rioja,166,hospitalizados
2020-03-24,17,La Rioja,206,hospitalizados
2020-03-25,17,La Rioja,254,hospitalizados
2020-03-26,17,La Rioja,316,hospitalizados
2020-03-27,17,La Rioja,388,hospitalizados
2020-03-28,17,La Rioja,458,hospitalizados
2020-03-29,17,La Rioja,497,hospitalizados
2020-03-30,17,La Rioja,517,hospitalizados
2020-03-31,17,La Rioja,575,hospitalizados
2020-04-01,17,La Rioja,619,hospitalizados
2020-04-02,17,La Rioja,660,hospitalizados
2020-04-03,17,La Rioja,738,hospitalizados
2020-04-04,17,La Rioja,805,hospitalizados
2020-04-05,17,La Rioja,855,hospitalizados
2020-04-06,17,La Rioja,888,hospitalizados
2020-04-07,17,La Rioja,918,hospitalizados
2020-04-08,17,La Rioja,955,hospitalizados
2020-04-09,17,La Rioja,997,hospitalizados
2020-04-10,17,La Rioja,1047,hospitalizados
2020-04-11,17,La Rioja,1082,hospitalizados
2020-04-12,17,La Rioja,1122,hospitalizados
2020-04-13,17,La Rioja,1141,hospitalizados
2020-04-14,17,La Rioja,1152,hospitalizados
2020-04-15,17,La Rioja,1182,hospitalizados
2020-03-21,00,Total,13282,hospitalizados
2020-03-22,00,Total,15554,hospitalizados
2020-03-23,00,Total,18374,hospitalizados
2020-03-24,00,Total,22762,hospitalizados
2020-03-25,00,Total,26960,hospitalizados
2020-03-26,00,Total,31912,hospitalizados
2020-03-27,00,Total,36293,hospitalizados
2020-03-28,00,Total,40630,hospitalizados
2020-03-29,00,Total,43397,hospitalizados
2020-03-30,00,Total,46617,hospitalizados
2020-03-31,00,Total,49243,hospitalizados
2020-04-01,00,Total,51418,hospitalizados
2020-04-02,00,Total,54113,hospitalizados
2020-04-03,00,Total,56637,hospitalizados
2020-04-04,00,Total,57612,hospitalizados
2020-04-05,00,Total,58744,hospitalizados
2020-04-06,00,Total,59662,hospitalizados
2020-04-07,00,Total,63093,hospitalizados
2020-04-08,00,Total,NA,hospitalizados
2020-04-09,00,Total,NA,hospitalizados
2020-04-10,00,Total,NA,hospitalizados
2020-04-11,00,Total,NA,hospitalizados
2020-04-12,00,Total,NA,hospitalizados
2020-04-13,00,Total,NA,hospitalizados
2020-04-14,00,Total,NA,hospitalizados
2020-04-15,00,Total,NA,hospitalizados
2020-03-03,01,Andalucía,0,fallecidos
2020-03-04,01,Andalucía,0,fallecidos
2020-03-05,01,Andalucía,0,fallecidos
2020-03-06,01,Andalucía,0,fallecidos
2020-03-07,01,Andalucía,0,fallecidos
2020-03-08,01,Andalucía,0,fallecidos
2020-03-09,01,Andalucía,0,fallecidos
2020-03-10,01,Andalucía,0,fallecidos
2020-03-11,01,Andalucía,0,fallecidos
2020-03-12,01,Andalucía,0,fallecidos
2020-03-13,01,Andalucía,0,fallecidos
2020-03-14,01,Andalucía,2,fallecidos
2020-03-15,01,Andalucía,6,fallecidos
2020-03-16,01,Andalucía,7,fallecidos
2020-03-17,01,Andalucía,11,fallecidos
2020-03-18,01,Andalucía,19,fallecidos
2020-03-19,01,Andalucía,23,fallecidos
2020-03-20,01,Andalucía,30,fallecidos
2020-03-21,01,Andalucía,40,fallecidos
2020-03-22,01,Andalucía,47,fallecidos
2020-03-23,01,Andalucía,58,fallecidos
2020-03-24,01,Andalucía,87,fallecidos
2020-03-25,01,Andalucía,113,fallecidos
2020-03-26,01,Andalucía,134,fallecidos
2020-03-27,01,Andalucía,144,fallecidos
2020-03-28,01,Andalucía,175,fallecidos
2020-03-29,01,Andalucía,207,fallecidos
2020-03-30,01,Andalucía,236,fallecidos
2020-03-31,01,Andalucía,248,fallecidos
2020-04-01,01,Andalucía,308,fallecidos
2020-04-02,01,Andalucía,343,fallecidos
2020-04-03,01,Andalucía,376,fallecidos
2020-04-04,01,Andalucía,426,fallecidos
2020-04-05,01,Andalucía,470,fallecidos
2020-04-06,01,Andalucía,491,fallecidos
2020-04-07,01,Andalucía,528,fallecidos
2020-04-08,01,Andalucía,605,fallecidos
2020-04-09,01,Andalucía,652,fallecidos
2020-04-10,01,Andalucía,691,fallecidos
2020-04-11,01,Andalucía,737,fallecidos
2020-04-12,01,Andalucía,799,fallecidos
2020-04-13,01,Andalucía,815,fallecidos
2020-04-14,01,Andalucía,836,fallecidos
2020-04-15,01,Andalucía,865,fallecidos
2020-03-03,02,Aragón,0,fallecidos
2020-03-04,02,Aragón,0,fallecidos
2020-03-05,02,Aragón,0,fallecidos
2020-03-06,02,Aragón,1,fallecidos
2020-03-07,02,Aragón,1,fallecidos
2020-03-08,02,Aragón,2,fallecidos
2020-03-09,02,Aragón,2,fallecidos
2020-03-10,02,Aragón,3,fallecidos
2020-03-11,02,Aragón,4,fallecidos
2020-03-12,02,Aragón,6,fallecidos
2020-03-13,02,Aragón,7,fallecidos
2020-03-14,02,Aragón,7,fallecidos
2020-03-15,02,Aragón,7,fallecidos
2020-03-16,02,Aragón,11,fallecidos
2020-03-17,02,Aragón,12,fallecidos
2020-03-18,02,Aragón,13,fallecidos
2020-03-19,02,Aragón,15,fallecidos
2020-03-20,02,Aragón,17,fallecidos
2020-03-21,02,Aragón,22,fallecidos
2020-03-22,02,Aragón,24,fallecidos
2020-03-23,02,Aragón,32,fallecidos
2020-03-24,02,Aragón,37,fallecidos
2020-03-25,02,Aragón,40,fallecidos
2020-03-26,02,Aragón,48,fallecidos
2020-03-27,02,Aragón,58,fallecidos
2020-03-28,02,Aragón,58,fallecidos
2020-03-29,02,Aragón,93,fallecidos
2020-03-30,02,Aragón,106,fallecidos
2020-03-31,02,Aragón,138,fallecidos
2020-04-01,02,Aragón,169,fallecidos
2020-04-02,02,Aragón,200,fallecidos
2020-04-03,02,Aragón,224,fallecidos
2020-04-04,02,Aragón,251,fallecidos
2020-04-05,02,Aragón,270,fallecidos
2020-04-06,02,Aragón,284,fallecidos
2020-04-07,02,Aragón,312,fallecidos
2020-04-08,02,Aragón,349,fallecidos
2020-04-09,02,Aragón,385,fallecidos
2020-04-10,02,Aragón,409,fallecidos
2020-04-11,02,Aragón,425,fallecidos
2020-04-12,02,Aragón,450,fallecidos
2020-04-13,02,Aragón,464,fallecidos
2020-04-14,02,Aragón,492,fallecidos
2020-04-15,02,Aragón,514,fallecidos
2020-03-03,03,Asturias,0,fallecidos
2020-03-04,03,Asturias,0,fallecidos
2020-03-05,03,Asturias,0,fallecidos
2020-03-06,03,Asturias,0,fallecidos
2020-03-07,03,Asturias,0,fallecidos
2020-03-08,03,Asturias,0,fallecidos
2020-03-09,03,Asturias,0,fallecidos
2020-03-10,03,Asturias,0,fallecidos
2020-03-11,03,Asturias,0,fallecidos
2020-03-12,03,Asturias,1,fallecidos
2020-03-13,03,Asturias,1,fallecidos
2020-03-14,03,Asturias,1,fallecidos
2020-03-15,03,Asturias,1,fallecidos
2020-03-16,03,Asturias,1,fallecidos
2020-03-17,03,Asturias,1,fallecidos
2020-03-18,03,Asturias,1,fallecidos
2020-03-19,03,Asturias,1,fallecidos
2020-03-20,03,Asturias,2,fallecidos
2020-03-21,03,Asturias,5,fallecidos
2020-03-22,03,Asturias,8,fallecidos
2020-03-23,03,Asturias,12,fallecidos
2020-03-24,03,Asturias,22,fallecidos
2020-03-25,03,Asturias,25,fallecidos
2020-03-26,03,Asturias,27,fallecidos
2020-03-27,03,Asturias,29,fallecidos
2020-03-28,03,Asturias,33,fallecidos
2020-03-29,03,Asturias,41,fallecidos
2020-03-30,03,Asturias,49,fallecidos
2020-03-31,03,Asturias,55,fallecidos
2020-04-01,03,Asturias,63,fallecidos
2020-04-02,03,Asturias,69,fallecidos
2020-04-03,03,Asturias,70,fallecidos
2020-04-04,03,Asturias,76,fallecidos
2020-04-05,03,Asturias,80,fallecidos
2020-04-06,03,Asturias,86,fallecidos
2020-04-07,03,Asturias,96,fallecidos
2020-04-08,03,Asturias,102,fallecidos
2020-04-09,03,Asturias,110,fallecidos
2020-04-10,03,Asturias,121,fallecidos
2020-04-11,03,Asturias,128,fallecidos
2020-04-12,03,Asturias,140,fallecidos
2020-04-13,03,Asturias,149,fallecidos
2020-04-14,03,Asturias,156,fallecidos
2020-04-15,03,Asturias,166,fallecidos
2020-03-03,04,Baleares,0,fallecidos
2020-03-04,04,Baleares,0,fallecidos
2020-03-05,04,Baleares,0,fallecidos
2020-03-06,04,Baleares,0,fallecidos
2020-03-07,04,Baleares,0,fallecidos
2020-03-08,04,Baleares,0,fallecidos
2020-03-09,04,Baleares,0,fallecidos
2020-03-10,04,Baleares,0,fallecidos
2020-03-11,04,Baleares,0,fallecidos
2020-03-12,04,Baleares,1,fallecidos
2020-03-13,04,Baleares,1,fallecidos
2020-03-14,04,Baleares,1,fallecidos
2020-03-15,04,Baleares,1,fallecidos
2020-03-16,04,Baleares,1,fallecidos
2020-03-17,04,Baleares,1,fallecidos
2020-03-18,04,Baleares,1,fallecidos
2020-03-19,04,Baleares,2,fallecidos
2020-03-20,04,Baleares,2,fallecidos
2020-03-21,04,Baleares,4,fallecidos
2020-03-22,04,Baleares,4,fallecidos
2020-03-23,04,Baleares,10,fallecidos
2020-03-24,04,Baleares,10,fallecidos
2020-03-25,04,Baleares,13,fallecidos
2020-03-26,04,Baleares,17,fallecidos
2020-03-27,04,Baleares,22,fallecidos
2020-03-28,04,Baleares,26,fallecidos
2020-03-29,04,Baleares,29,fallecidos
2020-03-30,04,Baleares,37,fallecidos
2020-03-31,04,Baleares,42,fallecidos
2020-04-01,04,Baleares,46,fallecidos
2020-04-02,04,Baleares,58,fallecidos
2020-04-03,04,Baleares,69,fallecidos
2020-04-04,04,Baleares,71,fallecidos
2020-04-05,04,Baleares,75,fallecidos
2020-04-06,04,Baleares,81,fallecidos
2020-04-07,04,Baleares,84,fallecidos
2020-04-08,04,Baleares,89,fallecidos
2020-04-09,04,Baleares,89,fallecidos
2020-04-10,04,Baleares,97,fallecidos
2020-04-11,04,Baleares,102,fallecidos
2020-04-12,04,Baleares,112,fallecidos
2020-04-13,04,Baleares,117,fallecidos
2020-04-14,04,Baleares,118,fallecidos
2020-04-15,04,Baleares,125,fallecidos
2020-03-03,05,Canarias,0,fallecidos
2020-03-04,05,Canarias,0,fallecidos
2020-03-05,05,Canarias,0,fallecidos
2020-03-06,05,Canarias,0,fallecidos
2020-03-07,05,Canarias,0,fallecidos
2020-03-08,05,Canarias,0,fallecidos
2020-03-09,05,Canarias,0,fallecidos
2020-03-10,05,Canarias,0,fallecidos
2020-03-11,05,Canarias,0,fallecidos
2020-03-12,05,Canarias,0,fallecidos
2020-03-13,05,Canarias,0,fallecidos
2020-03-14,05,Canarias,1,fallecidos
2020-03-15,05,Canarias,1,fallecidos
2020-03-16,05,Canarias,1,fallecidos
2020-03-17,05,Canarias,2,fallecidos
2020-03-18,05,Canarias,3,fallecidos
2020-03-19,05,Canarias,3,fallecidos
2020-03-20,05,Canarias,4,fallecidos
2020-03-21,05,Canarias,7,fallecidos
2020-03-22,05,Canarias,9,fallecidos
2020-03-23,05,Canarias,11,fallecidos
2020-03-24,05,Canarias,16,fallecidos
2020-03-25,05,Canarias,21,fallecidos
2020-03-26,05,Canarias,24,fallecidos
2020-03-27,05,Canarias,27,fallecidos
2020-03-28,05,Canarias,36,fallecidos
2020-03-29,05,Canarias,39,fallecidos
2020-03-30,05,Canarias,40,fallecidos
2020-03-31,05,Canarias,55,fallecidos
2020-04-01,05,Canarias,62,fallecidos
2020-04-02,05,Canarias,68,fallecidos
2020-04-03,05,Canarias,73,fallecidos
2020-04-04,05,Canarias,78,fallecidos
2020-04-05,05,Canarias,80,fallecidos
2020-04-06,05,Canarias,85,fallecidos
2020-04-07,05,Canarias,89,fallecidos
2020-04-08,05,Canarias,91,fallecidos
2020-04-09,05,Canarias,92,fallecidos
2020-04-10,05,Canarias,94,fallecidos
2020-04-11,05,Canarias,95,fallecidos
2020-04-12,05,Canarias,95,fallecidos
2020-04-13,05,Canarias,96,fallecidos
2020-04-14,05,Canarias,102,fallecidos
2020-04-15,05,Canarias,104,fallecidos
2020-03-03,06,Cantabria,0,fallecidos
2020-03-04,06,Cantabria,0,fallecidos
2020-03-05,06,Cantabria,0,fallecidos
2020-03-06,06,Cantabria,0,fallecidos
2020-03-07,06,Cantabria,0,fallecidos
2020-03-08,06,Cantabria,0,fallecidos
2020-03-09,06,Cantabria,0,fallecidos
2020-03-10,06,Cantabria,0,fallecidos
2020-03-11,06,Cantabria,0,fallecidos
2020-03-12,06,Cantabria,0,fallecidos
2020-03-13,06,Cantabria,0,fallecidos
2020-03-14,06,Cantabria,0,fallecidos
2020-03-15,06,Cantabria,0,fallecidos
2020-03-16,06,Cantabria,0,fallecidos
2020-03-17,06,Cantabria,0,fallecidos
2020-03-18,06,Cantabria,1,fallecidos
2020-03-19,06,Cantabria,1,fallecidos
2020-03-20,06,Cantabria,1,fallecidos
2020-03-21,06,Cantabria,2,fallecidos
2020-03-22,06,Cantabria,5,fallecidos
2020-03-23,06,Cantabria,6,fallecidos
2020-03-24,06,Cantabria,9,fallecidos
2020-03-25,06,Cantabria,14,fallecidos
2020-03-26,06,Cantabria,17,fallecidos
2020-03-27,06,Cantabria,21,fallecidos
2020-03-28,06,Cantabria,22,fallecidos
2020-03-29,06,Cantabria,26,fallecidos
2020-03-30,06,Cantabria,27,fallecidos
2020-03-31,06,Cantabria,37,fallecidos
2020-04-01,06,Cantabria,54,fallecidos
2020-04-02,06,Cantabria,60,fallecidos
2020-04-03,06,Cantabria,64,fallecidos
2020-04-04,06,Cantabria,68,fallecidos
2020-04-05,06,Cantabria,68,fallecidos
2020-04-06,06,Cantabria,77,fallecidos
2020-04-07,06,Cantabria,85,fallecidos
2020-04-08,06,Cantabria,92,fallecidos
2020-04-09,06,Cantabria,98,fallecidos
2020-04-10,06,Cantabria,102,fallecidos
2020-04-11,06,Cantabria,107,fallecidos
2020-04-12,06,Cantabria,110,fallecidos
2020-04-13,06,Cantabria,117,fallecidos
2020-04-14,06,Cantabria,120,fallecidos
2020-04-15,06,Cantabria,132,fallecidos
2020-03-03,08,Castilla-La Mancha,0,fallecidos
2020-03-04,08,Castilla-La Mancha,0,fallecidos
2020-03-05,08,Castilla-La Mancha,0,fallecidos
2020-03-06,08,Castilla-La Mancha,0,fallecidos
2020-03-07,08,Castilla-La Mancha,0,fallecidos
2020-03-08,08,Castilla-La Mancha,0,fallecidos
2020-03-09,08,Castilla-La Mancha,0,fallecidos
2020-03-10,08,Castilla-La Mancha,0,fallecidos
2020-03-11,08,Castilla-La Mancha,0,fallecidos
2020-03-12,08,Castilla-La Mancha,1,fallecidos
2020-03-13,08,Castilla-La Mancha,5,fallecidos
2020-03-14,08,Castilla-La Mancha,6,fallecidos
2020-03-15,08,Castilla-La Mancha,10,fallecidos
2020-03-16,08,Castilla-La Mancha,17,fallecidos
2020-03-17,08,Castilla-La Mancha,17,fallecidos
2020-03-18,08,Castilla-La Mancha,28,fallecidos
2020-03-19,08,Castilla-La Mancha,42,fallecidos
2020-03-20,08,Castilla-La Mancha,42,fallecidos
2020-03-21,08,Castilla-La Mancha,84,fallecidos
2020-03-22,08,Castilla-La Mancha,112,fallecidos
2020-03-23,08,Castilla-La Mancha,145,fallecidos
2020-03-24,08,Castilla-La Mancha,216,fallecidos
2020-03-25,08,Castilla-La Mancha,263,fallecidos
2020-03-26,08,Castilla-La Mancha,316,fallecidos
2020-03-27,08,Castilla-La Mancha,367,fallecidos
2020-03-28,08,Castilla-La Mancha,448,fallecidos
2020-03-29,08,Castilla-La Mancha,539,fallecidos
2020-03-30,08,Castilla-La Mancha,622,fallecidos
2020-03-31,08,Castilla-La Mancha,708,fallecidos
2020-04-01,08,Castilla-La Mancha,774,fallecidos
2020-04-02,08,Castilla-La Mancha,854,fallecidos
2020-04-03,08,Castilla-La Mancha,916,fallecidos
2020-04-04,08,Castilla-La Mancha,989,fallecidos
2020-04-05,08,Castilla-La Mancha,1055,fallecidos
2020-04-06,08,Castilla-La Mancha,1132,fallecidos
2020-04-07,08,Castilla-La Mancha,1177,fallecidos
2020-04-08,08,Castilla-La Mancha,1255,fallecidos
2020-04-09,08,Castilla-La Mancha,1322,fallecidos
2020-04-10,08,Castilla-La Mancha,1431,fallecidos
2020-04-11,08,Castilla-La Mancha,1483,fallecidos
2020-04-12,08,Castilla-La Mancha,1543,fallecidos
2020-04-13,08,Castilla-La Mancha,1626,fallecidos
2020-04-14,08,Castilla-La Mancha,1714,fallecidos
2020-04-15,08,Castilla-La Mancha,1755,fallecidos
2020-03-03,07,Castilla y León,0,fallecidos
2020-03-04,07,Castilla y León,0,fallecidos
2020-03-05,07,Castilla y León,0,fallecidos
2020-03-06,07,Castilla y León,0,fallecidos
2020-03-07,07,Castilla y León,0,fallecidos
2020-03-08,07,Castilla y León,0,fallecidos
2020-03-09,07,Castilla y León,0,fallecidos
2020-03-10,07,Castilla y León,0,fallecidos
2020-03-11,07,Castilla y León,0,fallecidos
2020-03-12,07,Castilla y León,0,fallecidos
2020-03-13,07,Castilla y León,1,fallecidos
2020-03-14,07,Castilla y León,3,fallecidos
2020-03-15,07,Castilla y León,6,fallecidos
2020-03-16,07,Castilla y León,9,fallecidos
2020-03-17,07,Castilla y León,12,fallecidos
2020-03-18,07,Castilla y León,22,fallecidos
2020-03-19,07,Castilla y León,29,fallecidos
2020-03-20,07,Castilla y León,43,fallecidos
2020-03-21,07,Castilla y León,55,fallecidos
2020-03-22,07,Castilla y León,74,fallecidos
2020-03-23,07,Castilla y León,102,fallecidos
2020-03-24,07,Castilla y León,124,fallecidos
2020-03-25,07,Castilla y León,165,fallecidos
2020-03-26,07,Castilla y León,206,fallecidos
2020-03-27,07,Castilla y León,252,fallecidos
2020-03-28,07,Castilla y León,321,fallecidos
2020-03-29,07,Castilla y León,380,fallecidos
2020-03-30,07,Castilla y León,442,fallecidos
2020-03-31,07,Castilla y León,516,fallecidos
2020-04-01,07,Castilla y León,585,fallecidos
2020-04-02,07,Castilla y León,641,fallecidos
2020-04-03,07,Castilla y León,723,fallecidos
2020-04-04,07,Castilla y León,786,fallecidos
2020-04-05,07,Castilla y León,847,fallecidos
2020-04-06,07,Castilla y León,919,fallecidos
2020-04-07,07,Castilla y León,982,fallecidos
2020-04-08,07,Castilla y León,1028,fallecidos
2020-04-09,07,Castilla y León,1082,fallecidos
2020-04-10,07,Castilla y León,1129,fallecidos
2020-04-11,07,Castilla y León,1180,fallecidos
2020-04-12,07,Castilla y León,1221,fallecidos
2020-04-13,07,Castilla y León,1263,fallecidos
2020-04-14,07,Castilla y León,1299,fallecidos
2020-04-15,07,Castilla y León,1337,fallecidos
2020-03-03,09,Cataluña,0,fallecidos
2020-03-04,09,Cataluña,0,fallecidos
2020-03-05,09,Cataluña,0,fallecidos
2020-03-06,09,Cataluña,0,fallecidos
2020-03-07,09,Cataluña,1,fallecidos
2020-03-08,09,Cataluña,1,fallecidos
2020-03-09,09,Cataluña,1,fallecidos
2020-03-10,09,Cataluña,3,fallecidos
2020-03-11,09,Cataluña,3,fallecidos
2020-03-12,09,Cataluña,4,fallecidos
2020-03-13,09,Cataluña,4,fallecidos
2020-03-14,09,Cataluña,6,fallecidos
2020-03-15,09,Cataluña,8,fallecidos
2020-03-16,09,Cataluña,12,fallecidos
2020-03-17,09,Cataluña,18,fallecidos
2020-03-18,09,Cataluña,41,fallecidos
2020-03-19,09,Cataluña,55,fallecidos
2020-03-20,09,Cataluña,82,fallecidos
2020-03-21,09,Cataluña,122,fallecidos
2020-03-22,09,Cataluña,191,fallecidos
2020-03-23,09,Cataluña,245,fallecidos
2020-03-24,09,Cataluña,282,fallecidos
2020-03-25,09,Cataluña,516,fallecidos
2020-03-26,09,Cataluña,672,fallecidos
2020-03-27,09,Cataluña,880,fallecidos
2020-03-28,09,Cataluña,1070,fallecidos
2020-03-29,09,Cataluña,1226,fallecidos
2020-03-30,09,Cataluña,1410,fallecidos
2020-03-31,09,Cataluña,1672,fallecidos
2020-04-01,09,Cataluña,1849,fallecidos
2020-04-02,09,Cataluña,2093,fallecidos
2020-04-03,09,Cataluña,2335,fallecidos
2020-04-04,09,Cataluña,2508,fallecidos
2020-04-05,09,Cataluña,2637,fallecidos
2020-04-06,09,Cataluña,2760,fallecidos
2020-04-07,09,Cataluña,2908,fallecidos
2020-04-08,09,Cataluña,3041,fallecidos
2020-04-09,09,Cataluña,3148,fallecidos
2020-04-10,09,Cataluña,3231,fallecidos
2020-04-11,09,Cataluña,3331,fallecidos
2020-04-12,09,Cataluña,3442,fallecidos
2020-04-13,09,Cataluña,3538,fallecidos
2020-04-14,09,Cataluña,3666,fallecidos
2020-04-15,09,Cataluña,3756,fallecidos
2020-03-03,18,Ceuta,0,fallecidos
2020-03-04,18,Ceuta,0,fallecidos
2020-03-05,18,Ceuta,0,fallecidos
2020-03-06,18,Ceuta,0,fallecidos
2020-03-07,18,Ceuta,0,fallecidos
2020-03-08,18,Ceuta,0,fallecidos
2020-03-09,18,Ceuta,0,fallecidos
2020-03-10,18,Ceuta,0,fallecidos
2020-03-11,18,Ceuta,0,fallecidos
2020-03-12,18,Ceuta,0,fallecidos
2020-03-13,18,Ceuta,0,fallecidos
2020-03-14,18,Ceuta,0,fallecidos
2020-03-15,18,Ceuta,0,fallecidos
2020-03-16,18,Ceuta,0,fallecidos
2020-03-17,18,Ceuta,0,fallecidos
2020-03-18,18,Ceuta,0,fallecidos
2020-03-19,18,Ceuta,0,fallecidos
2020-03-20,18,Ceuta,0,fallecidos
2020-03-21,18,Ceuta,0,fallecidos
2020-03-22,18,Ceuta,0,fallecidos
2020-03-23,18,Ceuta,0,fallecidos
2020-03-24,18,Ceuta,0,fallecidos
2020-03-25,18,Ceuta,0,fallecidos
2020-03-26,18,Ceuta,0,fallecidos
2020-03-27,18,Ceuta,0,fallecidos
2020-03-28,18,Ceuta,1,fallecidos
2020-03-29,18,Ceuta,1,fallecidos
2020-03-30,18,Ceuta,1,fallecidos
2020-03-31,18,Ceuta,1,fallecidos
2020-04-01,18,Ceuta,1,fallecidos
2020-04-02,18,Ceuta,1,fallecidos
2020-04-03,18,Ceuta,1,fallecidos
2020-04-04,18,Ceuta,1,fallecidos
2020-04-05,18,Ceuta,2,fallecidos
2020-04-06,18,Ceuta,3,fallecidos
2020-04-07,18,Ceuta,4,fallecidos
2020-04-08,18,Ceuta,4,fallecidos
2020-04-09,18,Ceuta,4,fallecidos
2020-04-10,18,Ceuta,4,fallecidos
2020-04-11,18,Ceuta,4,fallecidos
2020-04-12,18,Ceuta,4,fallecidos
2020-04-13,18,Ceuta,4,fallecidos
2020-04-14,18,Ceuta,4,fallecidos
2020-04-15,18,Ceuta,4,fallecidos
2020-03-03,10,C. Valenciana,0,fallecidos
2020-03-04,10,C. Valenciana,1,fallecidos
2020-03-05,10,C. Valenciana,1,fallecidos
2020-03-06,10,C. Valenciana,1,fallecidos
2020-03-07,10,C. Valenciana,1,fallecidos
2020-03-08,10,C. Valenciana,1,fallecidos
2020-03-09,10,C. Valenciana,1,fallecidos
2020-03-10,10,C. Valenciana,1,fallecidos
2020-03-11,10,C. Valenciana,1,fallecidos
2020-03-12,10,C. Valenciana,1,fallecidos
2020-03-13,10,C. Valenciana,1,fallecidos
2020-03-14,10,C. Valenciana,4,fallecidos
2020-03-15,10,C. Valenciana,5,fallecidos
2020-03-16,10,C. Valenciana,5,fallecidos
2020-03-17,10,C. Valenciana,13,fallecidos
2020-03-18,10,C. Valenciana,22,fallecidos
2020-03-19,10,C. Valenciana,24,fallecidos
2020-03-20,10,C. Valenciana,33,fallecidos
2020-03-21,10,C. Valenciana,50,fallecidos
2020-03-22,10,C. Valenciana,69,fallecidos
2020-03-23,10,C. Valenciana,94,fallecidos
2020-03-24,10,C. Valenciana,115,fallecidos
2020-03-25,10,C. Valenciana,143,fallecidos
2020-03-26,10,C. Valenciana,167,fallecidos
2020-03-27,10,C. Valenciana,198,fallecidos
2020-03-28,10,C. Valenciana,234,fallecidos
2020-03-29,10,C. Valenciana,267,fallecidos
2020-03-30,10,C. Valenciana,310,fallecidos
2020-03-31,10,C. Valenciana,339,fallecidos
2020-04-01,10,C. Valenciana,395,fallecidos
2020-04-02,10,C. Valenciana,443,fallecidos
2020-04-03,10,C. Valenciana,511,fallecidos
2020-04-04,10,C. Valenciana,571,fallecidos
2020-04-05,10,C. Valenciana,613,fallecidos
2020-04-06,10,C. Valenciana,637,fallecidos
2020-04-07,10,C. Valenciana,672,fallecidos
2020-04-08,10,C. Valenciana,724,fallecidos
2020-04-09,10,C. Valenciana,767,fallecidos
2020-04-10,10,C. Valenciana,796,fallecidos
2020-04-11,10,C. Valenciana,818,fallecidos
2020-04-12,10,C. Valenciana,838,fallecidos
2020-04-13,10,C. Valenciana,876,fallecidos
2020-04-14,10,C. Valenciana,907,fallecidos
2020-04-15,10,C. Valenciana,945,fallecidos
2020-03-03,11,Extremadura,0,fallecidos
2020-03-04,11,Extremadura,0,fallecidos
2020-03-05,11,Extremadura,0,fallecidos
2020-03-06,11,Extremadura,0,fallecidos
2020-03-07,11,Extremadura,0,fallecidos
2020-03-08,11,Extremadura,0,fallecidos
2020-03-09,11,Extremadura,0,fallecidos
2020-03-10,11,Extremadura,0,fallecidos
2020-03-11,11,Extremadura,0,fallecidos
2020-03-12,11,Extremadura,1,fallecidos
2020-03-13,11,Extremadura,1,fallecidos
2020-03-14,11,Extremadura,2,fallecidos
2020-03-15,11,Extremadura,2,fallecidos
2020-03-16,11,Extremadura,2,fallecidos
2020-03-17,11,Extremadura,3,fallecidos
2020-03-18,11,Extremadura,6,fallecidos
2020-03-19,11,Extremadura,8,fallecidos
2020-03-20,11,Extremadura,10,fallecidos
2020-03-21,11,Extremadura,12,fallecidos
