fecha,cod_ine,CCAA,total,tipo
2020-03-19,03,Asturias,292,casos
2020-03-20,03,Asturias,344,casos
2020-03-21,03,Asturias,486,casos
2020-03-22,03,Asturias,545,casos
2020-03-23,03,Asturias,594,casos
2020-03-24,03,Asturias,662,casos
2020-03-25,03,Asturias,779,casos
2020-03-26,03,Asturias,841,casos
2020-03-27,03,Asturias,900,casos
2020-03-28,03,Asturias,1004,casos
2020-03-29,03,Asturias,1088,casos
2020-03-30,03,Asturias,1158,casos
2020-03-31,03,Asturias,1236,casos
2020-04-01,03,Asturias,1322,casos
2020-04-02,03,Asturias,1384,casos
2020-04-03,03,Asturias,1433,casos
2020-04-04,03,Asturias,1522,casos
2020-04-05,03,Asturias,1605,casos
2020-04-06,03,Asturias,1646,casos
2020-04-07,03,Asturias,1679,casos
2020-04-08,03,Asturias,1705,casos
2020-04-09,03,Asturias,1737,casos
2020-04-10,03,Asturias,1799,casos
2020-04-11,03,Asturias,1827,casos
2020-04-12,03,Asturias,1892,casos
2020-04-13,03,Asturias,1958,casos
2020-04-14,03,Asturias,2051,casos
2020-04-15,03,Asturias,2096,casos
2020-02-27,04,Baleares,1,casos
2020-02-28,04,Baleares,1,casos
2020-02-29,04,Baleares,2,casos
2020-03-01,04,Baleares,2,casos
2020-03-02,04,Baleares,2,casos
2020-03-03,04,Baleares,2,casos
2020-03-04,04,Baleares,5,casos
2020-03-05,04,Baleares,6,casos
2020-03-06,04,Baleares,6,casos
2020-03-07,04,Baleares,6,casos
2020-03-08,04,Baleares,8,casos
2020-03-09,04,Baleares,11,casos
2020-03-10,04,Baleares,13,casos
2020-03-11,04,Baleares,16,casos
2020-03-12,04,Baleares,22,casos
2020-03-13,04,Baleares,30,casos
2020-03-14,04,Baleares,28,casos
2020-03-15,04,Baleares,28,casos
2020-03-16,04,Baleares,73,casos
2020-03-17,04,Baleares,92,casos
2020-03-18,04,Baleares,112,casos
2020-03-19,04,Baleares,169,casos
2020-03-20,04,Baleares,203,casos
2020-03-21,04,Baleares,246,casos
2020-03-22,04,Baleares,331,casos
2020-03-23,04,Baleares,400,casos
2020-03-24,04,Baleares,478,casos
2020-03-25,04,Baleares,562,casos
2020-03-26,04,Baleares,660,casos
2020-03-27,04,Baleares,755,casos
2020-03-28,04,Baleares,862,casos
2020-03-29,04,Baleares,958,casos
2020-03-30,04,Baleares,1000,casos
2020-03-31,04,Baleares,1069,casos
2020-04-01,04,Baleares,1131,casos
2020-04-02,04,Baleares,1204,casos
2020-04-03,04,Baleares,1257,casos
2020-04-04,04,Baleares,1271,casos
2020-04-05,04,Baleares,1293,casos
2020-04-06,04,Baleares,1320,casos
2020-04-07,04,Baleares,1369,casos
2020-04-08,04,Baleares,1412,casos
2020-04-09,04,Baleares,1448,casos
2020-04-10,04,Baleares,1488,casos
2020-04-11,04,Baleares,1507,casos
2020-04-12,04,Baleares,1534,casos
2020-04-13,04,Baleares,1550,casos
2020-04-14,04,Baleares,1571,casos
2020-04-15,04,Baleares,1606,casos
2020-02-27,05,Canarias,6,casos
2020-02-28,05,Canarias,6,casos
2020-02-29,05,Canarias,6,casos
2020-03-01,05,Canarias,7,casos
2020-03-02,05,Canarias,7,casos
2020-03-03,05,Canarias,7,casos
2020-03-04,05,Canarias,7,casos
2020-03-05,05,Canarias,8,casos
2020-03-06,05,Canarias,11,casos
2020-03-07,05,Canarias,18,casos
2020-03-08,05,Canarias,17,casos
2020-03-09,05,Canarias,22,casos
2020-03-10,05,Canarias,25,casos
2020-03-11,05,Canarias,37,casos
2020-03-12,05,Canarias,51,casos
2020-03-13,05,Canarias,70,casos
2020-03-14,05,Canarias,90,casos
2020-03-15,05,Canarias,109,casos
2020-03-16,05,Canarias,119,casos
2020-03-17,05,Canarias,148,casos
2020-03-18,05,Canarias,181,casos
2020-03-19,05,Canarias,220,casos
2020-03-20,05,Canarias,287,casos
2020-03-21,05,Canarias,348,casos
2020-03-22,05,Canarias,414,casos
2020-03-23,05,Canarias,481,casos
2020-03-24,05,Canarias,557,casos
2020-03-25,05,Canarias,657,casos
2020-03-26,05,Canarias,784,casos
2020-03-27,05,Canarias,878,casos
2020-03-28,05,Canarias,1025,casos
2020-03-29,05,Canarias,1125,casos
2020-03-30,05,Canarias,1204,casos
2020-03-31,05,Canarias,1262,casos
2020-04-01,05,Canarias,1380,casos
2020-04-02,05,Canarias,1444,casos
2020-04-03,05,Canarias,1490,casos
2020-04-04,05,Canarias,1564,casos
2020-04-05,05,Canarias,1622,casos
2020-04-06,05,Canarias,1649,casos
2020-04-07,05,Canarias,1725,casos
2020-04-08,05,Canarias,1762,casos
2020-04-09,05,Canarias,1834,casos
2020-04-10,05,Canarias,1858,casos
2020-04-11,05,Canarias,1887,casos
2020-04-12,05,Canarias,1918,casos
2020-04-13,05,Canarias,1944,casos
2020-04-14,05,Canarias,1958,casos
2020-04-15,05,Canarias,1975,casos
2020-02-27,06,Cantabria,0,casos
2020-02-28,06,Cantabria,0,casos
2020-02-29,06,Cantabria,0,casos
2020-03-01,06,Cantabria,1,casos
2020-03-02,06,Cantabria,10,casos
2020-03-03,06,Cantabria,10,casos
2020-03-04,06,Cantabria,10,casos
2020-03-05,06,Cantabria,10,casos
2020-03-06,06,Cantabria,10,casos
2020-03-07,06,Cantabria,10,casos
2020-03-08,06,Cantabria,12,casos
2020-03-09,06,Cantabria,12,casos
2020-03-10,06,Cantabria,12,casos
2020-03-11,06,Cantabria,12,casos
2020-03-12,06,Cantabria,16,casos
2020-03-13,06,Cantabria,29,casos
2020-03-14,06,Cantabria,31,casos
2020-03-15,06,Cantabria,51,casos
2020-03-16,06,Cantabria,58,casos
2020-03-17,06,Cantabria,58,casos
2020-03-18,06,Cantabria,68,casos
2020-03-19,06,Cantabria,83,casos
2020-03-20,06,Cantabria,144,casos
2020-03-21,06,Cantabria,215,casos
2020-03-22,06,Cantabria,282,casos
2020-03-23,06,Cantabria,347,casos
2020-03-24,06,Cantabria,425,casos
2020-03-25,06,Cantabria,510,casos
2020-03-26,06,Cantabria,671,casos
2020-03-27,06,Cantabria,810,casos
2020-03-28,06,Cantabria,937,casos
2020-03-29,06,Cantabria,1023,casos
2020-03-30,06,Cantabria,1100,casos
2020-03-31,06,Cantabria,1171,casos
2020-04-01,06,Cantabria,1213,casos
2020-04-02,06,Cantabria,1268,casos
2020-04-03,06,Cantabria,1321,casos
2020-04-04,06,Cantabria,1384,casos
2020-04-05,06,Cantabria,1441,casos
2020-04-06,06,Cantabria,1483,casos
2020-04-07,06,Cantabria,1501,casos
2020-04-08,06,Cantabria,1572,casos
2020-04-09,06,Cantabria,1619,casos
2020-04-10,06,Cantabria,1659,casos
2020-04-11,06,Cantabria,1719,casos
2020-04-12,06,Cantabria,1752,casos
2020-04-13,06,Cantabria,1777,casos
2020-04-14,06,Cantabria,1796,casos
2020-04-15,06,Cantabria,1823,casos
2020-02-27,08,Castilla-La Mancha,0,casos
2020-02-28,08,Castilla-La Mancha,0,casos
2020-02-29,08,Castilla-La Mancha,0,casos
2020-03-01,08,Castilla-La Mancha,1,casos
2020-03-02,08,Castilla-La Mancha,3,casos
2020-03-03,08,Castilla-La Mancha,7,casos
2020-03-04,08,Castilla-La Mancha,12,casos
2020-03-05,08,Castilla-La Mancha,13,casos
2020-03-06,08,Castilla-La Mancha,15,casos
2020-03-07,08,Castilla-La Mancha,15,casos
2020-03-08,08,Castilla-La Mancha,15,casos
2020-03-09,08,Castilla-La Mancha,26,casos
2020-03-10,08,Castilla-La Mancha,39,casos
2020-03-11,08,Castilla-La Mancha,71,casos
2020-03-12,08,Castilla-La Mancha,115,casos
2020-03-13,08,Castilla-La Mancha,194,casos
2020-03-14,08,Castilla-La Mancha,289,casos
2020-03-15,08,Castilla-La Mancha,401,casos
2020-03-16,08,Castilla-La Mancha,567,casos
2020-03-17,08,Castilla-La Mancha,567,casos
2020-03-18,08,Castilla-La Mancha,675,casos
2020-03-19,08,Castilla-La Mancha,801,casos
2020-03-20,08,Castilla-La Mancha,1044,casos
2020-03-21,08,Castilla-La Mancha,1423,casos
2020-03-22,08,Castilla-La Mancha,1819,casos
2020-03-23,08,Castilla-La Mancha,2078,casos
2020-03-24,08,Castilla-La Mancha,2465,casos
2020-03-25,08,Castilla-La Mancha,2780,casos
2020-03-26,08,Castilla-La Mancha,3383,casos
2020-03-27,08,Castilla-La Mancha,3934,casos
2020-03-28,08,Castilla-La Mancha,4512,casos
2020-03-29,08,Castilla-La Mancha,5246,casos
2020-03-30,08,Castilla-La Mancha,5858,casos
2020-03-31,08,Castilla-La Mancha,6424,casos
2020-04-01,08,Castilla-La Mancha,7047,casos
2020-04-02,08,Castilla-La Mancha,7682,casos
2020-04-03,08,Castilla-La Mancha,8523,casos
2020-04-04,08,Castilla-La Mancha,9324,casos
2020-04-05,08,Castilla-La Mancha,10031,casos
2020-04-06,08,Castilla-La Mancha,10602,casos
2020-04-07,08,Castilla-La Mancha,11077,casos
2020-04-08,08,Castilla-La Mancha,11788,casos
2020-04-09,08,Castilla-La Mancha,12489,casos
2020-04-10,08,Castilla-La Mancha,13063,casos
2020-04-11,08,Castilla-La Mancha,13456,casos
2020-04-12,08,Castilla-La Mancha,13698,casos
2020-04-13,08,Castilla-La Mancha,14054,casos
2020-04-14,08,Castilla-La Mancha,14329,casos
2020-04-15,08,Castilla-La Mancha,14680,casos
2020-02-27,07,Castilla y León,0,casos
2020-02-28,07,Castilla y León,2,casos
2020-02-29,07,Castilla y León,2,casos
2020-03-01,07,Castilla y León,3,casos
2020-03-02,07,Castilla y León,3,casos
2020-03-03,07,Castilla y León,8,casos
2020-03-04,07,Castilla y León,11,casos
2020-03-05,07,Castilla y León,11,casos
2020-03-06,07,Castilla y León,14,casos
2020-03-07,07,Castilla y León,14,casos
2020-03-08,07,Castilla y León,22,casos
2020-03-09,07,Castilla y León,23,casos
2020-03-10,07,Castilla y León,56,casos
2020-03-11,07,Castilla y León,71,casos
2020-03-12,07,Castilla y León,92,casos
2020-03-13,07,Castilla y León,169,casos
2020-03-14,07,Castilla y León,223,casos
2020-03-15,07,Castilla y León,292,casos
2020-03-16,07,Castilla y León,334,casos
2020-03-17,07,Castilla y León,431,casos
2020-03-18,07,Castilla y León,668,casos
2020-03-19,07,Castilla y León,868,casos
2020-03-20,07,Castilla y León,1147,casos
2020-03-21,07,Castilla y León,1466,casos
2020-03-22,07,Castilla y León,1744,casos
2020-03-23,07,Castilla y León,2055,casos
2020-03-24,07,Castilla y León,2460,casos
2020-03-25,07,Castilla y León,2940,casos
2020-03-26,07,Castilla y León,3488,casos
2020-03-27,07,Castilla y León,4132,casos
2020-03-28,07,Castilla y León,4791,casos
2020-03-29,07,Castilla y León,5414,casos
2020-03-30,07,Castilla y León,5801,casos
2020-03-31,07,Castilla y León,6211,casos
2020-04-01,07,Castilla y León,6847,casos
2020-04-02,07,Castilla y León,7355,casos
2020-04-03,07,Castilla y León,7875,casos
2020-04-04,07,Castilla y León,8332,casos
2020-04-05,07,Castilla y León,8749,casos
2020-04-06,07,Castilla y León,9116,casos
2020-04-07,07,Castilla y León,9581,casos
2020-04-08,07,Castilla y León,10058,casos
2020-04-09,07,Castilla y León,10518,casos
2020-04-10,07,Castilla y León,11102,casos
2020-04-11,07,Castilla y León,11543,casos
2020-04-12,07,Castilla y León,12118,casos
2020-04-13,07,Castilla y León,12628,casos
2020-04-14,07,Castilla y León,13180,casos
2020-04-15,07,Castilla y León,13697,casos
2020-02-27,09,Cataluña,2,casos
2020-02-28,09,Cataluña,3,casos
2020-02-29,09,Cataluña,5,casos
2020-03-01,09,Cataluña,6,casos
2020-03-02,09,Cataluña,15,casos
2020-03-03,09,Cataluña,15,casos
2020-03-04,09,Cataluña,15,casos
2020-03-05,09,Cataluña,24,casos
2020-03-06,09,Cataluña,24,casos
2020-03-07,09,Cataluña,24,casos
2020-03-08,09,Cataluña,49,casos
2020-03-09,09,Cataluña,75,casos
2020-03-10,09,Cataluña,124,casos
2020-03-11,09,Cataluña,156,casos
2020-03-12,09,Cataluña,260,casos
2020-03-13,09,Cataluña,316,casos
2020-03-14,09,Cataluña,509,casos
2020-03-15,09,Cataluña,715,casos
2020-03-16,09,Cataluña,903,casos
2020-03-17,09,Cataluña,1394,casos
2020-03-18,09,Cataluña,1866,casos
2020-03-19,09,Cataluña,2702,casos
2020-03-20,09,Cataluña,3270,casos
2020-03-21,09,Cataluña,4203,casos
2020-03-22,09,Cataluña,4704,casos
2020-03-23,09,Cataluña,5925,casos
2020-03-24,09,Cataluña,7864,casos
2020-03-25,09,Cataluña,9937,casos
2020-03-26,09,Cataluña,11592,casos
2020-03-27,09,Cataluña,12940,casos
2020-03-28,09,Cataluña,14263,casos
2020-03-29,09,Cataluña,15026,casos
2020-03-30,09,Cataluña,16157,casos
2020-03-31,09,Cataluña,18773,casos
2020-04-01,09,Cataluña,19991,casos
2020-04-02,09,Cataluña,21804,casos
2020-04-03,09,Cataluña,23460,casos
2020-04-04,09,Cataluña,24734,casos
2020-04-05,09,Cataluña,26032,casos
2020-04-06,09,Cataluña,26824,casos
2020-04-07,09,Cataluña,28323,casos
2020-04-08,09,Cataluña,29647,casos
2020-04-09,09,Cataluña,31043,casos
2020-04-10,09,Cataluña,31824,casos
2020-04-11,09,Cataluña,32984,casos
2020-04-12,09,Cataluña,34027,casos
2020-04-13,09,Cataluña,34726,casos
2020-04-14,09,Cataluña,35197,casos
2020-04-15,09,Cataluña,36505,casos
2020-02-27,18,Ceuta,0,casos
2020-02-28,18,Ceuta,0,casos
2020-02-29,18,Ceuta,0,casos
2020-03-01,18,Ceuta,0,casos
2020-03-02,18,Ceuta,0,casos
2020-03-03,18,Ceuta,0,casos
2020-03-04,18,Ceuta,0,casos
2020-03-05,18,Ceuta,0,casos
2020-03-06,18,Ceuta,0,casos
2020-03-07,18,Ceuta,0,casos
2020-03-08,18,Ceuta,0,casos
2020-03-09,18,Ceuta,0,casos
2020-03-10,18,Ceuta,0,casos
2020-03-11,18,Ceuta,0,casos
2020-03-12,18,Ceuta,0,casos
2020-03-13,18,Ceuta,0,casos
2020-03-14,18,Ceuta,0,casos
2020-03-15,18,Ceuta,1,casos
2020-03-16,18,Ceuta,1,casos
2020-03-17,18,Ceuta,1,casos
2020-03-18,18,Ceuta,1,casos
2020-03-19,18,Ceuta,1,casos
2020-03-20,18,Ceuta,5,casos
2020-03-21,18,Ceuta,5,casos
2020-03-22,18,Ceuta,5,casos
2020-03-23,18,Ceuta,6,casos
2020-03-24,18,Ceuta,6,casos
2020-03-25,18,Ceuta,9,casos
2020-03-26,18,Ceuta,10,casos
2020-03-27,18,Ceuta,17,casos
2020-03-28,18,Ceuta,17,casos
2020-03-29,18,Ceuta,21,casos
2020-03-30,18,Ceuta,25,casos
2020-03-31,18,Ceuta,34,casos
2020-04-01,18,Ceuta,51,casos
2020-04-02,18,Ceuta,55,casos
2020-04-03,18,Ceuta,62,casos
2020-04-04,18,Ceuta,73,casos
2020-04-05,18,Ceuta,83,casos
2020-04-06,18,Ceuta,83,casos
2020-04-07,18,Ceuta,83,casos
2020-04-08,18,Ceuta,84,casos
2020-04-09,18,Ceuta,84,casos
2020-04-10,18,Ceuta,91,casos
2020-04-11,18,Ceuta,93,casos
2020-04-12,18,Ceuta,93,casos
2020-04-13,18,Ceuta,95,casos
2020-04-14,18,Ceuta,96,casos
2020-04-15,18,Ceuta,98,casos
2020-02-27,10,C. Valenciana,2,casos
2020-02-28,10,C. Valenciana,8,casos
2020-02-29,10,C. Valenciana,10,casos
2020-03-01,10,C. Valenciana,15,casos
2020-03-02,10,C. Valenciana,15,casos
2020-03-03,10,C. Valenciana,15,casos
2020-03-04,10,C. Valenciana,19,casos
2020-03-05,10,C. Valenciana,19,casos
2020-03-06,10,C. Valenciana,30,casos
2020-03-07,10,C. Valenciana,30,casos
2020-03-08,10,C. Valenciana,37,casos
2020-03-09,10,C. Valenciana,37,casos
2020-03-10,10,C. Valenciana,50,casos
2020-03-11,10,C. Valenciana,65,casos
2020-03-12,10,C. Valenciana,76,casos
2020-03-13,10,C. Valenciana,94,casos
2020-03-14,10,C. Valenciana,130,casos
2020-03-15,10,C. Valenciana,409,casos
2020-03-16,10,C. Valenciana,409,casos
2020-03-17,10,C. Valenciana,541,casos
2020-03-18,10,C. Valenciana,726,casos
2020-03-19,10,C. Valenciana,921,casos
2020-03-20,10,C. Valenciana,1105,casos
2020-03-21,10,C. Valenciana,1363,casos
2020-03-22,10,C. Valenciana,1604,casos
2020-03-23,10,C. Valenciana,1901,casos
2020-03-24,10,C. Valenciana,2167,casos
2020-03-25,10,C. Valenciana,2616,casos
2020-03-26,10,C. Valenciana,3200,casos
2020-03-27,10,C. Valenciana,3532,casos
2020-03-28,10,C. Valenciana,4034,casos
2020-03-29,10,C. Valenciana,4784,casos
2020-03-30,10,C. Valenciana,5110,casos
2020-03-31,10,C. Valenciana,5508,casos
2020-04-01,10,C. Valenciana,5922,casos
2020-04-02,10,C. Valenciana,6308,casos
2020-04-03,10,C. Valenciana,6624,casos
2020-04-04,10,C. Valenciana,6901,casos
2020-04-05,10,C. Valenciana,7184,casos
2020-04-06,10,C. Valenciana,7334,casos
2020-04-07,10,C. Valenciana,7443,casos
2020-04-08,10,C. Valenciana,7655,casos
2020-04-09,10,C. Valenciana,7964,casos
2020-04-10,10,C. Valenciana,8331,casos
2020-04-11,10,C. Valenciana,8578,casos
2020-04-12,10,C. Valenciana,8841,casos
2020-04-13,10,C. Valenciana,9060,casos
2020-04-14,10,C. Valenciana,9213,casos
2020-04-15,10,C. Valenciana,9424,casos
2020-02-27,11,Extremadura,0,casos
2020-02-28,11,Extremadura,0,casos
2020-02-29,11,Extremadura,0,casos
2020-03-01,11,Extremadura,4,casos
2020-03-02,11,Extremadura,6,casos
2020-03-03,11,Extremadura,6,casos
2020-03-04,11,Extremadura,6,casos
2020-03-05,11,Extremadura,6,casos
2020-03-06,11,Extremadura,6,casos
2020-03-07,11,Extremadura,6,casos
2020-03-08,11,Extremadura,6,casos
2020-03-09,11,Extremadura,7,casos
2020-03-10,11,Extremadura,8,casos
2020-03-11,11,Extremadura,9,casos
2020-03-12,11,Extremadura,19,casos
2020-03-13,11,Extremadura,39,casos
2020-03-14,11,Extremadura,66,casos
2020-03-15,11,Extremadura,95,casos
2020-03-16,11,Extremadura,111,casos
2020-03-17,11,Extremadura,153,casos
2020-03-18,11,Extremadura,194,casos
2020-03-19,11,Extremadura,241,casos
2020-03-20,11,Extremadura,297,casos
2020-03-21,11,Extremadura,354,casos
2020-03-22,11,Extremadura,384,casos
2020-03-23,11,Extremadura,493,casos
2020-03-24,11,Extremadura,636,casos
2020-03-25,11,Extremadura,742,casos
2020-03-26,11,Extremadura,969,casos
2020-03-27,11,Extremadura,1231,casos
2020-03-28,11,Extremadura,1394,casos
2020-03-29,11,Extremadura,1456,casos
2020-03-30,11,Extremadura,1560,casos
2020-03-31,11,Extremadura,1628,casos
2020-04-01,11,Extremadura,1679,casos
2020-04-02,11,Extremadura,1837,casos
2020-04-03,11,Extremadura,1893,casos
2020-04-04,11,Extremadura,1979,casos
2020-04-05,11,Extremadura,2047,casos
2020-04-06,11,Extremadura,2068,casos
2020-04-07,11,Extremadura,2116,casos
2020-04-08,11,Extremadura,2184,casos
2020-04-09,11,Extremadura,2273,casos
2020-04-10,11,Extremadura,2332,casos
2020-04-11,11,Extremadura,2486,casos
2020-04-12,11,Extremadura,2580,casos
2020-04-13,11,Extremadura,2658,casos
2020-04-14,11,Extremadura,2684,casos
2020-04-15,11,Extremadura,2762,casos
2020-02-27,12,Galicia,0,casos
2020-02-28,12,Galicia,0,casos
2020-02-29,12,Galicia,0,casos
2020-03-01,12,Galicia,0,casos
2020-03-02,12,Galicia,0,casos
2020-03-03,12,Galicia,0,casos
2020-03-04,12,Galicia,1,casos
2020-03-05,12,Galicia,1,casos
2020-03-06,12,Galicia,3,casos
2020-03-07,12,Galicia,3,casos
2020-03-08,12,Galicia,5,casos
2020-03-09,12,Galicia,6,casos
2020-03-10,12,Galicia,22,casos
2020-03-11,12,Galicia,39,casos
2020-03-12,12,Galicia,35,casos
2020-03-13,12,Galicia,85,casos
2020-03-14,12,Galicia,115,casos
2020-03-15,12,Galicia,195,casos
2020-03-16,12,Galicia,245,casos
2020-03-17,12,Galicia,292,casos
2020-03-18,12,Galicia,341,casos
2020-03-19,12,Galicia,453,casos
2020-03-20,12,Galicia,578,casos
2020-03-21,12,Galicia,739,casos
2020-03-22,12,Galicia,915,casos
2020-03-23,12,Galicia,1208,casos
2020-03-24,12,Galicia,1415,casos
2020-03-25,12,Galicia,1653,casos
2020-03-26,12,Galicia,1915,casos
2020-03-27,12,Galicia,2322,casos
2020-03-28,12,Galicia,2772,casos
2020-03-29,12,Galicia,3139,casos
2020-03-30,12,Galicia,3723,casos
2020-03-31,12,Galicia,4039,casos
2020-04-01,12,Galicia,4432,casos
2020-04-02,12,Galicia,4842,casos
2020-04-03,12,Galicia,5219,casos
2020-04-04,12,Galicia,5625,casos
2020-04-05,12,Galicia,5944,casos
2020-04-06,12,Galicia,6151,casos
2020-04-07,12,Galicia,6331,casos
2020-04-08,12,Galicia,6538,casos
2020-04-09,12,Galicia,6758,casos
2020-04-10,12,Galicia,6946,casos
2020-04-11,12,Galicia,7176,casos
2020-04-12,12,Galicia,7336,casos
2020-04-13,12,Galicia,7494,casos
2020-04-14,12,Galicia,7597,casos
2020-04-15,12,Galicia,7708,casos
2020-02-27,13,Madrid,4,casos
2020-02-28,13,Madrid,5,casos
2020-02-29,13,Madrid,8,casos
2020-03-01,13,Madrid,10,casos
2020-03-02,13,Madrid,29,casos
2020-03-03,13,Madrid,49,casos
2020-03-04,13,Madrid,70,casos
2020-03-05,13,Madrid,90,casos
2020-03-06,13,Madrid,137,casos
2020-03-07,13,Madrid,174,casos
2020-03-08,13,Madrid,202,casos
2020-03-09,13,Madrid,469,casos
2020-03-10,13,Madrid,782,casos
2020-03-11,13,Madrid,1024,casos
2020-03-12,13,Madrid,1388,casos
2020-03-13,13,Madrid,1990,casos
2020-03-14,13,Madrid,2940,casos
2020-03-15,13,Madrid,3544,casos
2020-03-16,13,Madrid,4165,casos
2020-03-17,13,Madrid,4871,casos
2020-03-18,13,Madrid,5637,casos
2020-03-19,13,Madrid,6777,casos
2020-03-20,13,Madrid,7165,casos
2020-03-21,13,Madrid,8921,casos
2020-03-22,13,Madrid,9702,casos
2020-03-23,13,Madrid,10575,casos
2020-03-24,13,Madrid,12352,casos
2020-03-25,13,Madrid,14597,casos
2020-03-26,13,Madrid,17166,casos
2020-03-27,13,Madrid,19243,casos
2020-03-28,13,Madrid,21520,casos
2020-03-29,13,Madrid,22677,casos
2020-03-30,13,Madrid,24090,casos
2020-03-31,13,Madrid,27509,casos
2020-04-01,13,Madrid,29840,casos
2020-04-02,13,Madrid,32155,casos
2020-04-03,13,Madrid,34188,casos
2020-04-04,13,Madrid,36249,casos
2020-04-05,13,Madrid,37584,casos
2020-04-06,13,Madrid,38723,casos
2020-04-07,13,Madrid,40469,casos
2020-04-08,13,Madrid,42450,casos
2020-04-09,13,Madrid,43877,casos
2020-04-10,13,Madrid,44783,casos
2020-04-11,13,Madrid,45849,casos
2020-04-12,13,Madrid,46587,casos
2020-04-13,13,Madrid,47146,casos
2020-04-14,13,Madrid,48048,casos
2020-04-15,13,Madrid,49526,casos
2020-02-27,19,Melilla,0,casos
2020-02-28,19,Melilla,0,casos
2020-02-29,19,Melilla,0,casos
2020-03-01,19,Melilla,0,casos
2020-03-02,19,Melilla,0,casos
2020-03-03,19,Melilla,0,casos
2020-03-04,19,Melilla,0,casos
2020-03-05,19,Melilla,0,casos
2020-03-06,19,Melilla,0,casos
2020-03-07,19,Melilla,0,casos
2020-03-08,19,Melilla,0,casos
2020-03-09,19,Melilla,0,casos
2020-03-10,19,Melilla,0,casos
2020-03-11,19,Melilla,0,casos
2020-03-12,19,Melilla,0,casos
2020-03-13,19,Melilla,2,casos
2020-03-14,19,Melilla,3,casos
2020-03-15,19,Melilla,8,casos
2020-03-16,19,Melilla,8,casos
2020-03-17,19,Melilla,17,casos
2020-03-18,19,Melilla,20,casos
2020-03-19,19,Melilla,23,casos
2020-03-20,19,Melilla,24,casos
2020-03-21,19,Melilla,25,casos
2020-03-22,19,Melilla,25,casos
2020-03-23,19,Melilla,28,casos
2020-03-24,19,Melilla,28,casos
2020-03-25,19,Melilla,38,casos
2020-03-26,19,Melilla,39,casos
2020-03-27,19,Melilla,42,casos
2020-03-28,19,Melilla,45,casos
2020-03-29,19,Melilla,48,casos
2020-03-30,19,Melilla,51,casos
2020-03-31,19,Melilla,54,casos
2020-04-01,19,Melilla,62,casos
2020-04-02,19,Melilla,62,casos
2020-04-03,19,Melilla,70,casos
2020-04-04,19,Melilla,79,casos
2020-04-05,19,Melilla,83,casos
2020-04-06,19,Melilla,86,casos
2020-04-07,19,Melilla,92,casos
2020-04-08,19,Melilla,93,casos
2020-04-09,19,Melilla,93,casos
2020-04-10,19,Melilla,95,casos
2020-04-11,19,Melilla,98,casos
2020-04-12,19,Melilla,98,casos
2020-04-13,19,Melilla,101,casos
2020-04-14,19,Melilla,101,casos
2020-04-15,19,Melilla,102,casos
2020-02-27,14,Murcia,0,casos
2020-02-28,14,Murcia,0,casos
2020-02-29,14,Murcia,0,casos
2020-03-01,14,Murcia,0,casos
2020-03-02,14,Murcia,0,casos
2020-03-03,14,Murcia,0,casos
2020-03-04,14,Murcia,0,casos
2020-03-05,14,Murcia,0,casos
2020-03-06,14,Murcia,0,casos
2020-03-07,14,Murcia,0,casos
2020-03-08,14,Murcia,1,casos
2020-03-09,14,Murcia,4,casos
2020-03-10,14,Murcia,9,casos
2020-03-11,14,Murcia,11,casos
2020-03-12,14,Murcia,26,casos
2020-03-13,14,Murcia,35,casos
2020-03-14,14,Murcia,47,casos
2020-03-15,14,Murcia,71,casos
2020-03-16,14,Murcia,77,casos
2020-03-17,14,Murcia,97,casos
2020-03-18,14,Murcia,122,casos
2020-03-19,14,Murcia,167,casos
2020-03-20,14,Murcia,204,casos
2020-03-21,14,Murcia,240,casos
2020-03-22,14,Murcia,296,casos
2020-03-23,14,Murcia,345,casos
2020-03-24,14,Murcia,385,casos
2020-03-25,14,Murcia,477,casos
2020-03-26,14,Murcia,596,casos
2020-03-27,14,Murcia,714,casos
2020-03-28,14,Murcia,802,casos
2020-03-29,14,Murcia,872,casos
2020-03-30,14,Murcia,939,casos
2020-03-31,14,Murcia,974,casos
2020-04-01,14,Murcia,1041,casos
2020-04-02,14,Murcia,1084,casos
2020-04-03,14,Murcia,1145,casos
2020-04-04,14,Murcia,1188,casos
2020-04-05,14,Murcia,1235,casos
2020-04-06,14,Murcia,1259,casos
2020-04-07,14,Murcia,1283,casos
2020-04-08,14,Murcia,1326,casos
2020-04-09,14,Murcia,1356,casos
2020-04-10,14,Murcia,1383,casos
2020-04-11,14,Murcia,1413,casos
2020-04-12,14,Murcia,1449,casos
2020-04-13,14,Murcia,1463,casos
2020-04-14,14,Murcia,1487,casos
2020-04-15,14,Murcia,1520,casos
2020-02-27,15,Navarra,0,casos
2020-02-28,15,Navarra,0,casos
2020-02-29,15,Navarra,0,casos
2020-03-01,15,Navarra,1,casos
2020-03-02,15,Navarra,1,casos
2020-03-03,15,Navarra,1,casos
2020-03-04,15,Navarra,3,casos
2020-03-05,15,Navarra,3,casos
2020-03-06,15,Navarra,3,casos
2020-03-07,15,Navarra,3,casos
2020-03-08,15,Navarra,3,casos
2020-03-09,15,Navarra,3,casos
2020-03-10,15,Navarra,12,casos
2020-03-11,15,Navarra,46,casos
2020-03-12,15,Navarra,73,casos
2020-03-13,15,Navarra,130,casos
2020-03-14,15,Navarra,146,casos
